MovieID,Title,Genres,RatingsCount,Cluster
110,Braveheart (1995),"['Action', 'Drama', 'War']",2443,0
111,Taxi Driver (1976),"['Drama', 'Thriller']",1240,0
112,Rumble in the Bronx (1995),"['Action', 'Adventure', 'Crime']",570,3
113,Before and After (1996),"['Drama', 'Mystery']",53,0
114,Margaret's Museum (1995),['Drama'],11,0
115,Happiness Is in the Field (1995),['Comedy'],0,1
116,Anne Frank Remembered (1995),['Documentary'],41,3
117,"Young Poisoner's Handbook, The (1995)",['Crime'],79,3
118,If Lucy Fell (1996),"['Comedy', 'Romance']",68,1
119,"Steal Big, Steal Little (1995)",['Comedy'],13,1
120,Race the Sun (1996),['Drama'],3,0
121,"Boys of St. Vincent, The (1993)",['Drama'],37,0
122,Boomerang (1992),"['Comedy', 'Romance']",194,1
123,Chungking Express (1994),"['Drama', 'Mystery', 'Romance']",115,0
124,"Star Maker, The (Uomo delle stelle, L') (1995)",['Drama'],14,0
125,Flirting With Disaster (1996),['Comedy'],318,1
126,"NeverEnding Story III, The (1994)","['Adventure', ""Children's"", 'Fantasy']",99,3
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",['Drama'],1,0
128,Jupiter's Wife (1994),['Documentary'],12,3
129,Pie in the Sky (1995),"['Comedy', 'Romance']",13,1
130,Angela (1995),['Drama'],2,0
131,Frankie Starlight (1995),"['Drama', 'Romance']",16,0
132,Jade (1995),['Thriller'],91,3
133,Nueba Yol (1995),"['Comedy', 'Drama']",1,0
134,Sonic Outlaws (1995),['Documentary'],2,3
135,Down Periscope (1996),['Comedy'],133,1
136,From the Journals of Jean Seberg (1995),['Documentary'],8,3
137,Man of the Year (1995),['Documentary'],13,3
138,"Neon Bible, The (1995)",['Drama'],2,0
139,Target (1995),"['Action', 'Drama']",1,0
140,Up Close and Personal (1996),"['Drama', 'Romance']",139,0
141,"Birdcage, The (1996)",['Comedy'],682,1
142,Shadows (Cienie) (1988),['Drama'],1,0
143,Gospa (1995),['Drama'],0,0
144,"Brothers McMullen, The (1995)",['Comedy'],433,1
145,Bad Boys (1995),['Action'],362,3
146,"Amazing Panda Adventure, The (1995)","['Adventure', ""Children's""]",18,3
147,"Basketball Diaries, The (1995)",['Drama'],181,0
148,"Awfully Big Adventure, An (1995)",['Drama'],23,0
149,Amateur (1994),"['Crime', 'Drama', 'Thriller']",47,0
150,Apollo 13 (1995),['Drama'],1251,0
151,Rob Roy (1995),"['Drama', 'Romance', 'War']",554,0
152,"Addiction, The (1995)",['Horror'],69,2
153,Batman Forever (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",777,1
154,Belle de jour (1967),['Drama'],168,0
155,Beyond Rangoon (1995),"['Drama', 'War']",87,0
156,Blue in the Face (1995),['Comedy'],66,1
157,Canadian Bacon (1994),"['Comedy', 'War']",187,1
158,Casper (1995),"['Adventure', ""Children's""]",259,3
159,Clockers (1995),['Drama'],116,0
160,Congo (1995),"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",565,3
161,Crimson Tide (1995),"['Drama', 'Thriller', 'War']",760,0
162,Crumb (1994),['Documentary'],491,3
163,Desperado (1995),"['Action', 'Romance', 'Thriller']",540,3
164,Devil in a Blue Dress (1995),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",379,3
165,Die Hard: With a Vengeance (1995),"['Action', 'Thriller']",825,3
166,"Doom Generation, The (1995)","['Comedy', 'Drama']",61,0
167,Feast of July (1995),['Drama'],5,0
168,First Knight (1995),"['Action', 'Adventure', 'Drama', 'Romance']",362,0
169,Free Willy 2: The Adventure Home (1995),"['Adventure', ""Children's"", 'Drama']",113,0
170,Hackers (1995),"['Action', 'Crime', 'Thriller']",321,3
171,Jeffrey (1995),['Comedy'],93,1
172,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']",458,3
173,Judge Dredd (1995),"['Action', 'Adventure', 'Sci-Fi']",564,3
174,Jury Duty (1995),['Comedy'],81,1
175,Kids (1995),['Drama'],220,0
176,Living in Oblivion (1995),['Comedy'],205,1
177,Lord of Illusions (1995),['Horror'],139,2
178,Love & Human Remains (1993),['Comedy'],19,1
179,Mad Love (1995),"['Drama', 'Romance']",48,0
180,Mallrats (1995),['Comedy'],451,1
181,Mighty Morphin Power Rangers: The Movie (1995),"['Action', ""Children's""]",93,3
182,Moonlight and Valentino (1995),"['Drama', 'Romance']",49,0
183,Mute Witness (1994),['Thriller'],29,3
184,Nadja (1994),['Drama'],26,0
185,"Net, The (1995)","['Sci-Fi', 'Thriller']",569,3
186,Nine Months (1995),['Comedy'],211,1
187,Party Girl (1995),['Comedy'],105,1
188,"Prophecy, The (1995)",['Horror'],190,2
189,Reckless (1995),['Comedy'],15,1
190,Safe (1995),['Thriller'],100,3
191,"Scarlet Letter, The (1995)",['Drama'],75,0
192,"Show, The (1995)",['Documentary'],2,3
193,Showgirls (1995),['Drama'],217,0
194,Smoke (1995),['Drama'],213,0
195,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']",164,1
196,Species (1995),"['Horror', 'Sci-Fi']",550,2
197,"Stars Fell on Henrietta, The (1995)",['Drama'],17,0
198,Strange Days (1995),"['Action', 'Crime', 'Sci-Fi']",605,3
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical']",117,0
200,"Tie That Binds, The (1995)",['Thriller'],12,3
201,Three Wishes (1995),['Drama'],33,0
202,Total Eclipse (1995),"['Drama', 'Romance']",30,0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",['Comedy'],203,1
204,Under Siege 2: Dark Territory (1995),['Action'],203,3
205,Unstrung Heroes (1995),"['Comedy', 'Drama']",85,0
206,Unzipped (1995),['Documentary'],82,3
207,"Walk in the Clouds, A (1995)","['Drama', 'Romance']",219,0
208,Waterworld (1995),"['Action', 'Adventure']",651,3
209,White Man's Burden (1995),['Drama'],52,0
210,Wild Bill (1995),['Western'],41,3
211,"Browning Version, The (1994)",['Drama'],34,0
212,Bushwhacked (1995),['Comedy'],14,1
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),['Drama'],123,0
214,Before the Rain (Pred dozhdot) (1994),['Drama'],28,0
215,Before Sunrise (1995),"['Drama', 'Romance']",160,0
216,Billy Madison (1995),['Comedy'],355,1
217,"Babysitter, The (1995)","['Drama', 'Thriller']",64,0
218,Boys on the Side (1995),"['Comedy', 'Drama']",195,0
219,"Cure, The (1995)",['Drama'],22,0
220,Castle Freak (1995),['Horror'],28,2
222,Circle of Friends (1995),"['Drama', 'Romance']",329,0
223,Clerks (1994),['Comedy'],1412,1
224,Don Juan DeMarco (1995),"['Comedy', 'Drama', 'Romance']",386,1
225,Disclosure (1994),"['Drama', 'Thriller']",254,0
226,Dream Man (1995),['Thriller'],1,3
227,Drop Zone (1994),['Action'],129,3
228,Destiny Turns on the Radio (1995),['Comedy'],13,1
229,Death and the Maiden (1994),"['Drama', 'Thriller']",108,0
230,Dolores Claiborne (1994),"['Drama', 'Thriller']",349,0
231,Dumb & Dumber (1994),['Comedy'],660,1
232,Eat Drink Man Woman (1994),"['Comedy', 'Drama']",346,0
233,Exotica (1994),['Drama'],235,0
234,Exit to Eden (1994),['Comedy'],147,1
235,Ed Wood (1994),"['Comedy', 'Drama']",927,0
236,French Kiss (1995),"['Comedy', 'Romance']",326,1
237,Forget Paris (1995),"['Comedy', 'Romance']",257,1
238,Far From Home: The Adventures of Yellow Dog (1995),"['Adventure', ""Children's""]",32,3
239,"Goofy Movie, A (1995)","['Animation', ""Children's"", 'Comedy', 'Romance']",168,1
240,Hideaway (1995),['Thriller'],45,3
241,Fluke (1995),"[""Children's"", 'Drama']",29,0
242,Farinelli: il castrato (1994),"['Drama', 'Musical']",80,0
243,Gordy (1995),['Comedy'],10,1
244,Gumby: The Movie (1995),"['Animation', ""Children's""]",10,3
245,"Glass Shield, The (1994)","['Crime', 'Drama']",11,0
246,Hoop Dreams (1994),['Documentary'],716,3
247,Heavenly Creatures (1994),"['Drama', 'Fantasy', 'Romance', 'Thriller']",477,0
248,Houseguest (1994),['Comedy'],138,1
249,Immortal Beloved (1994),"['Drama', 'Romance']",261,0
250,Heavyweights (1994),"[""Children's"", 'Comedy']",30,1
251,"Hunted, The (1995)",['Action'],18,3
252,I.Q. (1994),"['Comedy', 'Romance']",367,1
253,Interview with the Vampire (1994),"['Drama', 'Horror']",738,2
254,Jefferson in Paris (1995),['Drama'],38,0
255,"Jerky Boys, The (1994)",['Comedy'],66,1
256,Junior (1994),"['Comedy', 'Sci-Fi']",218,1
257,Just Cause (1995),"['Mystery', 'Thriller']",114,3
258,"Kid in King Arthur's Court, A (1995)","['Adventure', ""Children's"", 'Comedy', 'Fantasy', 'Romance']",144,1
259,Kiss of Death (1995),"['Crime', 'Drama', 'Thriller']",102,0
260,Star Wars: Episode IV - A New Hope (1977),"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2991,3
261,Little Women (1994),['Drama'],285,0
262,"Little Princess, A (1995)","[""Children's"", 'Drama']",172,0
263,Ladybird Ladybird (1994),['Drama'],28,0
264,"Enfer, L' (1994)",['Drama'],5,0
265,Like Water for Chocolate (Como agua para chocolate) (1992),"['Drama', 'Romance']",772,0
266,Legends of the Fall (1994),"['Drama', 'Romance', 'War', 'Western']",705,0
267,Major Payne (1994),['Comedy'],140,1
268,Little Odessa (1994),['Drama'],54,0
269,My Crazy Life (Mi vida loca) (1993),['Drama'],55,0
270,Love Affair (1994),"['Drama', 'Romance']",79,0
271,Losing Isaiah (1995),['Drama'],63,0
272,"Madness of King George, The (1994)",['Drama'],383,0
273,Mary Shelley's Frankenstein (1994),"['Drama', 'Horror']",244,2
274,Man of the House (1995),['Comedy'],24,1
275,Mixed Nuts (1994),['Comedy'],80,1
276,Milk Money (1994),"['Comedy', 'Romance']",228,1
277,Miracle on 34th Street (1994),['Drama'],170,0
278,Miami Rhapsody (1995),['Comedy'],40,1
279,My Family (1995),['Drama'],46,0
280,Murder in the First (1995),"['Drama', 'Thriller']",212,0
281,Nobody's Fool (1994),['Drama'],233,0
282,Nell (1994),['Drama'],215,0
283,New Jersey Drive (1995),"['Crime', 'Drama']",18,0
284,New York Cop (1996),"['Action', 'Crime']",0,3
285,Beyond Bedlam (1993),"['Drama', 'Horror']",0,2
286,Nemesis 2: Nebula (1995),"['Action', 'Sci-Fi', 'Thriller']",1,3
287,Nina Takes a Lover (1994),"['Comedy', 'Romance']",21,1
288,Natural Born Killers (1994),"['Action', 'Thriller']",700,3
289,Only You (1994),"['Comedy', 'Romance']",158,1
290,Once Were Warriors (1994),"['Crime', 'Drama']",168,0
291,Poison Ivy II (1995),['Thriller'],48,3
292,Outbreak (1995),"['Action', 'Drama', 'Thriller']",733,0
293,"Professional, The (a.k.a. Leon: The Professional) (1994)","['Crime', 'Drama', 'Romance', 'Thriller']",923,0
294,"Perez Family, The (1995)","['Comedy', 'Romance']",42,1
295,"Pyromaniac's Love Story, A (1995)","['Comedy', 'Romance']",29,1
296,Pulp Fiction (1994),"['Crime', 'Drama']",2171,0
297,Panther (1995),['Drama'],28,0
298,Pushing Hands (1992),['Comedy'],23,1
299,Priest (1994),['Drama'],143,0
300,Quiz Show (1994),['Drama'],705,0
301,Picture Bride (1995),"['Drama', 'Romance']",43,0
302,Queen Margot (La Reine Margot) (1994),"['Drama', 'Romance']",86,0
303,"Quick and the Dead, The (1995)","['Action', 'Adventure', 'Western']",418,3
304,Roommates (1995),"['Comedy', 'Drama']",35,0
305,Ready to Wear (Pret-A-Porter) (1994),['Comedy'],127,1
306,Three Colors: Red (1994),['Drama'],334,0
307,Three Colors: Blue (1993),['Drama'],243,0
308,Three Colors: White (1994),['Drama'],202,0
309,"Red Firecracker, Green Firecracker (1994)",['Drama'],48,0
310,Rent-a-Kid (1995),['Comedy'],6,1
311,Relative Fear (1994),"['Horror', 'Thriller']",1,2
312,Stuart Saves His Family (1995),['Comedy'],112,1
313,"Swan Princess, The (1994)","['Animation', ""Children's""]",54,3
314,"Secret of Roan Inish, The (1994)",['Drama'],300,0
315,"Specialist, The (1994)",['Action'],153,3
316,Stargate (1994),"['Action', 'Adventure', 'Sci-Fi']",1116,3
317,"Santa Clause, The (1994)","[""Children's"", 'Comedy', 'Fantasy']",641,1
318,"Shawshank Redemption, The (1994)",['Drama'],2227,0
319,Shallow Grave (1994),['Thriller'],273,3
320,Suture (1993),"['Film-Noir', 'Thriller']",32,3
321,Strawberry and Chocolate (Fresa y chocolate) (1993),['Drama'],61,0
322,Swimming with Sharks (1995),"['Comedy', 'Drama']",209,0
324,"Sum of Us, The (1994)",['Comedy'],33,1
325,National Lampoon's Senior Trip (1995),['Comedy'],49,1
326,To Live (Huozhe) (1994),['Drama'],61,0
327,Tank Girl (1995),"['Action', 'Comedy', 'Musical', 'Sci-Fi']",358,1
328,Tales From the Crypt Presents: Demon Knight (1995),['Horror'],144,2
329,Star Trek: Generations (1994),"['Action', 'Adventure', 'Sci-Fi']",990,3
330,Tales from the Hood (1995),"['Comedy', 'Horror']",149,2
331,Tom & Viv (1994),['Drama'],21,0
332,Village of the Damned (1995),"['Horror', 'Sci-Fi']",161,2
333,Tommy Boy (1995),['Comedy'],410,1
334,Vanya on 42nd Street (1994),['Drama'],114,0
335,"Underneath, The (1995)","['Mystery', 'Thriller']",41,3
336,"Walking Dead, The (1995)","['Drama', 'War']",19,0
337,What's Eating Gilbert Grape (1993),['Drama'],693,0
338,Virtuosity (1995),"['Sci-Fi', 'Thriller']",221,3
339,While You Were Sleeping (1995),"['Comedy', 'Romance']",673,1
340,"War, The (1994)","['Adventure', 'Drama']",84,0
341,Double Happiness (1994),['Drama'],31,0
342,Muriel's Wedding (1994),"['Comedy', 'Romance']",518,1
343,"Baby-Sitters Club, The (1995)","[""Children's""]",42,3
344,Ace Ventura: Pet Detective (1994),['Comedy'],766,1
345,"Adventures of Priscilla, Queen of the Desert, The (1994)","['Comedy', 'Drama']",469,0
346,Backbeat (1993),"['Drama', 'Musical']",120,0
347,Bitter Moon (1992),['Drama'],46,0
348,Bullets Over Broadway (1994),['Comedy'],455,1
349,Clear and Present Danger (1994),"['Action', 'Adventure', 'Thriller']",1059,3
350,"Client, The (1994)","['Drama', 'Mystery', 'Thriller']",515,0
351,"Corrina, Corrina (1994)","['Comedy', 'Drama', 'Romance']",257,1
352,Crooklyn (1994),['Comedy'],119,1
353,"Crow, The (1994)","['Action', 'Romance', 'Thriller']",734,3
354,Cobb (1994),['Drama'],67,0
355,"Flintstones, The (1994)","[""Children's"", 'Comedy']",267,1
356,Forrest Gump (1994),"['Comedy', 'Romance', 'War']",2194,1
357,Four Weddings and a Funeral (1994),"['Comedy', 'Romance']",1233,1
358,Higher Learning (1995),['Drama'],141,0
359,I Like It Like That (1994),"['Comedy', 'Drama', 'Romance']",19,1
360,I Love Trouble (1994),"['Action', 'Comedy']",127,1
361,It Could Happen to You (1994),"['Drama', 'Romance']",268,0
362,"Jungle Book, The (1994)","['Adventure', ""Children's"", 'Romance']",239,3
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",['Documentary'],62,3
364,"Lion King, The (1994)","['Animation', ""Children's"", 'Musical']",1121,3
365,Little Buddha (1993),['Drama'],71,0
366,Wes Craven's New Nightmare (1994),['Horror'],251,2
367,"Mask, The (1994)","['Comedy', 'Crime', 'Fantasy']",1179,1
368,Maverick (1994),"['Action', 'Comedy', 'Western']",802,1
369,Mrs. Parker and the Vicious Circle (1994),['Drama'],58,0
370,Naked Gun 33 1/3: The Final Insult (1994),['Comedy'],412,1
371,"Paper, The (1994)","['Comedy', 'Drama']",212,0
372,Reality Bites (1994),"['Comedy', 'Drama']",428,0
373,Red Rock West (1992),['Thriller'],258,3
374,Richie Rich (1994),"[""Children's"", 'Comedy']",183,1
375,Safe Passage (1994),['Drama'],17,0
376,"River Wild, The (1994)","['Action', 'Thriller']",350,3
377,Speed (1994),"['Action', 'Romance', 'Thriller']",1650,3
378,Speechless (1994),"['Comedy', 'Romance']",140,1
379,Timecop (1994),"['Action', 'Sci-Fi']",436,3
380,True Lies (1994),"['Action', 'Adventure', 'Comedy', 'Romance']",1400,1
381,When a Man Loves a Woman (1994),['Drama'],211,0
382,Wolf (1994),"['Drama', 'Horror']",272,2
383,Wyatt Earp (1994),['Western'],270,3
384,Bad Company (1995),['Action'],40,3
385,"Man of No Importance, A (1994)",['Drama'],10,0
386,S.F.W. (1994),['Drama'],30,0
387,"Low Down Dirty Shame, A (1994)","['Action', 'Comedy']",102,1
388,Boys Life (1995),['Drama'],97,0
389,"Colonel Chabert, Le (1994)","['Drama', 'Romance', 'War']",20,0
390,Faster Pussycat! Kill! Kill! (1965),"['Action', 'Comedy', 'Drama']",59,0
391,Jason's Lyric (1994),"['Crime', 'Drama']",40,0
392,"Secret Adventures of Tom Thumb, The (1993)","['Adventure', ""Children's""]",25,3
393,Street Fighter (1994),['Action'],105,3
394,Coldblooded (1995),['Action'],18,3
395,Desert Winds (1995),['Drama'],0,0
396,Fall Time (1995),['Drama'],1,0
397,"Fear, The (1995)",['Horror'],12,2
398,Frank and Ollie (1995),['Documentary'],1,3
399,Girl in the Cadillac (1995),['Drama'],0,0
400,Homage (1995),['Drama'],0,0
401,Mirage (1995),"['Action', 'Thriller']",2,3
402,Open Season (1996),['Comedy'],1,1
403,Two Crimes (1995),"['Comedy', 'Crime', 'Drama']",0,0
404,Brother Minister: The Assassination of Malcolm X (1994),['Documentary'],4,3
405,Highlander III: The Sorcerer (1994),"['Action', 'Sci-Fi']",203,3
406,Federal Hill (1994),['Drama'],8,0
407,In the Mouth of Madness (1995),"['Horror', 'Thriller']",193,2
408,8 Seconds (1994),['Drama'],72,0
409,Above the Rim (1994),['Drama'],49,0
410,Addams Family Values (1993),['Comedy'],463,1
411,You So Crazy (1994),['Comedy'],13,1
412,"Age of Innocence, The (1993)",['Drama'],295,0
413,Airheads (1994),['Comedy'],245,1
414,"Air Up There, The (1994)",['Comedy'],90,1
415,Another Stakeout (1993),"['Comedy', 'Thriller']",179,1
416,Bad Girls (1994),['Western'],89,3
417,Barcelona (1994),"['Comedy', 'Romance']",208,1
418,Being Human (1993),['Drama'],29,0
419,"Beverly Hillbillies, The (1993)",['Comedy'],156,1
420,Beverly Hills Cop III (1994),"['Action', 'Comedy']",352,1
421,Black Beauty (1994),"['Adventure', ""Children's""]",94,3
422,Blink (1994),['Thriller'],57,3
423,Blown Away (1994),"['Action', 'Thriller']",221,3
424,Blue Chips (1994),['Drama'],75,0
425,Blue Sky (1994),"['Drama', 'Romance']",105,0
426,Body Snatchers (1993),"['Horror', 'Sci-Fi', 'Thriller']",269,2
427,Boxing Helena (1993),"['Mystery', 'Romance', 'Thriller']",166,3
428,"Bronx Tale, A (1993)",['Drama'],263,0
429,Cabin Boy (1994),['Comedy'],187,1
430,Calendar Girl (1993),['Drama'],24,0
431,Carlito's Way (1993),"['Crime', 'Drama']",369,0
432,City Slickers II: The Legend of Curly's Gold (1994),"['Comedy', 'Western']",392,1
433,Clean Slate (1994),['Comedy'],48,1
434,Cliffhanger (1993),"['Action', 'Adventure', 'Crime']",686,3
435,Coneheads (1993),"['Comedy', 'Sci-Fi']",533,1
436,Color of Night (1994),"['Drama', 'Thriller']",141,0
437,Cops and Robbersons (1994),['Comedy'],64,1
438,"Cowboy Way, The (1994)","['Action', 'Comedy']",152,1
439,Dangerous Game (1993),['Drama'],2,0
440,Dave (1993),"['Comedy', 'Romance']",948,1
441,Dazed and Confused (1993),['Comedy'],643,1
442,Demolition Man (1993),"['Action', 'Sci-Fi']",640,3
443,"Endless Summer 2, The (1994)",['Documentary'],31,3
444,Even Cowgirls Get the Blues (1993),"['Comedy', 'Romance']",81,1
445,Fatal Instinct (1993),['Comedy'],100,1
446,Farewell My Concubine (1993),"['Drama', 'Romance']",254,0
447,"Favor, The (1994)","['Comedy', 'Romance']",31,1
448,Fearless (1993),['Drama'],228,0
449,Fear of a Black Hat (1993),['Comedy'],71,1
450,With Honors (1994),"['Comedy', 'Drama']",228,0
451,Flesh and Bone (1993),"['Drama', 'Mystery', 'Romance']",106,0
452,Widows' Peak (1994),['Drama'],38,0
453,For Love or Money (1993),['Comedy'],67,1
454,"Firm, The (1993)","['Drama', 'Thriller']",824,0
455,Free Willy (1993),"['Adventure', ""Children's"", 'Drama']",285,0
456,Fresh (1994),['Drama'],93,0
457,"Fugitive, The (1993)","['Action', 'Thriller']",1995,3
458,Geronimo: An American Legend (1993),"['Drama', 'Western']",87,0
459,"Getaway, The (1994)",['Action'],143,3
460,Getting Even with Dad (1994),['Comedy'],38,1
461,Go Fish (1994),"['Drama', 'Romance']",86,0
462,"Good Man in Africa, A (1994)","['Action', 'Adventure']",28,3
463,Guilty as Sin (1993),"['Crime', 'Drama', 'Thriller']",47,0
464,Hard Target (1993),"['Action', 'Adventure', 'Crime', 'Thriller']",216,3
465,Heaven & Earth (1993),"['Action', 'Drama', 'War']",105,0
466,Hot Shots! Part Deux (1993),"['Action', 'Comedy', 'War']",573,1
467,Live Nude Girls (1995),['Comedy'],54,1
